item_id,name,category,quality_tier,quality_raw,upgrade_level,price,price_basis,local_confidence,staldata_fair_price,staldata_fair_price_status,staldata_fair_price_source,best_ask,market_ask_p20,active_lots,sales_count,sales_7d,sample_count,liquidity_score,risk_score,risk_level,confidence_score,confidence_level,segment_key
qo59,Жвачка,artefact/biochemical,exclusive,4,10,5000000,recent_30d,high,5000000,ok,raw_30d,5999990,5999992,2,12,3,12,6.0,51.59,medium,100.0,high,RU:qo59:artifact:exclusive:4:+10
qo59,Жвачка,artefact/biochemical,exclusive,4,11,5950000,low_data_history,low,5950000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo59:artifact:exclusive:4:+11
qo59,Жвачка,artefact/biochemical,exclusive,4,12,5499999,active_ask_only,very_low,,unavailable,,5499999,5499999,1,0,1,0,0.0,65.0,unknown,0.0,low,RU:qo59:artifact:exclusive:4:+12
qo59,Жвачка,artefact/biochemical,exclusive,4,13,7500000,low_data_history,low,7500000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo59:artifact:exclusive:4:+13
qo59,Жвачка,artefact/biochemical,exclusive,4,14,7999999,low_data_history,low,7999999,low_data,history_3h,,,0,2,0,2,0.0,37.67,medium,20.0,low,RU:qo59:artifact:exclusive:4:+14
qo59,Жвачка,artefact/biochemical,exclusive,4,15,5700000,recent_7d,highest,5700000,ok,raw_7d,5800000,6159999,4,230,76,230,100.0,23.55,low,100.0,high,RU:qo59:artifact:exclusive:4:+15
qo59,Жвачка,artefact/biochemical,legendary,5,0,28000000,low_data_history,low,28000000,low_data,history_3h,39999999,48999999,2,2,1,2,2.0,42.73,medium,20.0,low,RU:qo59:artifact:legendary:5:+0
qo59,Жвачка,artefact/biochemical,legendary,5,6,23500000,low_data_history,low,23500000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo59:artifact:legendary:5:+6
qo59,Жвачка,artefact/biochemical,legendary,5,7,22999999,low_data_history,low,22999999,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo59:artifact:legendary:5:+7
qo59,Жвачка,artefact/biochemical,legendary,5,10,19999999,low_data_history,low,19999999,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo59:artifact:legendary:5:+10
qo59,Жвачка,artefact/biochemical,legendary,5,12,29000000,active_ask_only,very_low,,unavailable,,29000000,29000000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:qo59:artifact:legendary:5:+12
qo59,Жвачка,artefact/biochemical,legendary,5,15,31500000,recent_7d,highest,31500000,ok,raw_7d,45000000,46000000,2,21,8,21,16.0,51.44,medium,80.0,high,RU:qo59:artifact:legendary:5:+15
qo94,Куриный бог,artefact/thermal,common,0,0,9000,recent_7d,highest,9000,ok,raw_7d,39999,39999,7,560,132,560,100.0,59.58,medium,100.0,high,RU:qo94:artifact:common:0:+0
qo94,Куриный бог,artefact/thermal,common,0,1,11000,low_data_history,low,11000,low_data,history_3h,,,0,1,1,1,2.0,65.0,unknown,10.0,low,RU:qo94:artifact:common:0:+1
qo94,Куриный бог,artefact/thermal,common,0,4,80000,low_data_history,low,80000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:common:0:+4
qo94,Куриный бог,artefact/thermal,common,0,5,33000,low_data_history,low,33000,low_data,history_3h,,,0,4,0,4,0.0,87.59,high,40.0,low,RU:qo94:artifact:common:0:+5
qo94,Куриный бог,artefact/thermal,common,0,7,190000,active_ask_only,very_low,,unavailable,,190000,190000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:qo94:artifact:common:0:+7
qo94,Куриный бог,artefact/thermal,common,0,10,150000,low_data_history,low,150000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:common:0:+10
qo94,Куриный бог,artefact/thermal,common,0,11,285000,active_ask_only,very_low,,unavailable,,285000,285000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:qo94:artifact:common:0:+11
qo94,Куриный бог,artefact/thermal,common,0,13,75000,low_data_history,low,75000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:common:0:+13
qo94,Куриный бог,artefact/thermal,uncommon,1,0,40000,recent_7d,highest,40000,ok,raw_7d,,,0,392,90,392,100.0,68.86,medium,100.0,high,RU:qo94:artifact:uncommon:1:+0
qo94,Куриный бог,artefact/thermal,uncommon,1,1,65000,low_data_history,low,65000,low_data,history_3h,,,0,2,0,2,0.0,45.76,medium,20.0,low,RU:qo94:artifact:uncommon:1:+1
qo94,Куриный бог,artefact/thermal,uncommon,1,2,129999,low_data_history,low,129999,low_data,history_3h,,,0,2,0,2,0.0,74.07,high,20.0,low,RU:qo94:artifact:uncommon:1:+2
qo94,Куриный бог,artefact/thermal,uncommon,1,3,135000,low_data_history,low,135000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:uncommon:1:+3
qo94,Куриный бог,artefact/thermal,uncommon,1,4,112500,low_data_history,low,112500,low_data,history_3h,,,0,4,0,4,0.0,53.61,medium,40.0,low,RU:qo94:artifact:uncommon:1:+4
qo94,Куриный бог,artefact/thermal,uncommon,1,5,130000,low_data_history,low,130000,low_data,history_3h,,,0,2,0,2,0.0,74.07,high,20.0,low,RU:qo94:artifact:uncommon:1:+5
qo94,Куриный бог,artefact/thermal,uncommon,1,6,150000,low_data_history,low,150000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:uncommon:1:+6
qo94,Куриный бог,artefact/thermal,uncommon,1,7,70000,active_ask_only,very_low,,unavailable,,70000,70000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:qo94:artifact:uncommon:1:+7
qo94,Куриный бог,artefact/thermal,uncommon,1,8,222222,low_data_history,low,222222,low_data,history_3h,,,0,2,0,2,0.0,35.0,medium,20.0,low,RU:qo94:artifact:uncommon:1:+8
qo94,Куриный бог,artefact/thermal,uncommon,1,9,500000,active_ask_only,very_low,,unavailable,,500000,500000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:qo94:artifact:uncommon:1:+9
qo94,Куриный бог,artefact/thermal,uncommon,1,10,500000,older_history,medium,500000,low_data,history_3h,,,0,5,2,5,4.0,100.0,high,50.0,medium,RU:qo94:artifact:uncommon:1:+10
qo94,Куриный бог,artefact/thermal,uncommon,1,12,500000,low_data_history,low,500000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:uncommon:1:+12
qo94,Куриный бог,artefact/thermal,uncommon,1,13,500011,low_data_history,low,500011,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:uncommon:1:+13
qo94,Куриный бог,artefact/thermal,uncommon,1,15,1600000,active_ask_only,very_low,,unavailable,,1600000,1600000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:qo94:artifact:uncommon:1:+15
qo94,Куриный бог,artefact/thermal,special,2,0,100000,recent_7d,highest,100000,ok,raw_7d,,,0,354,102,354,100.0,47.99,medium,100.0,high,RU:qo94:artifact:special:2:+0
qo94,Куриный бог,artefact/thermal,special,2,1,144000,low_data_history,low,144000,low_data,history_3h,,,0,2,0,2,0.0,54.39,medium,20.0,low,RU:qo94:artifact:special:2:+1
qo94,Куриный бог,artefact/thermal,special,2,2,100000,low_data_history,low,100000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:special:2:+2
qo94,Куриный бог,artefact/thermal,special,2,3,333333,low_data_history,low,333333,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:special:2:+3
qo94,Куриный бог,artefact/thermal,special,2,4,120000,low_data_history,low,120000,low_data,history_3h,,,0,2,1,2,2.0,64.89,medium,20.0,low,RU:qo94:artifact:special:2:+4
qo94,Куриный бог,artefact/thermal,special,2,5,300000,recent_7d,highest,300000,ok,raw_7d,,,0,21,5,21,10.0,74.89,high,65.0,medium,RU:qo94:artifact:special:2:+5
qo94,Куриный бог,artefact/thermal,special,2,6,550000,older_history,medium,550000,low_data,history_3h,,,0,6,2,6,4.0,64.89,medium,60.0,medium,RU:qo94:artifact:special:2:+6
qo94,Куриный бог,artefact/thermal,special,2,7,250000,older_history,medium,250000,low_data,history_3h,750000,750000,1,5,2,5,4.0,100.0,high,50.0,medium,RU:qo94:artifact:special:2:+7
qo94,Куриный бог,artefact/thermal,special,2,8,649999,older_history,medium,649999,low_data,history_3h,,,0,7,1,7,2.0,62.05,medium,70.0,medium,RU:qo94:artifact:special:2:+8
qo94,Куриный бог,artefact/thermal,special,2,9,800000,low_data_history,low,800000,low_data,history_3h,,,0,4,0,4,0.0,76.43,high,40.0,low,RU:qo94:artifact:special:2:+9
qo94,Куриный бог,artefact/thermal,special,2,10,800000,recent_7d,highest,800000,ok,raw_7d,999999,999999,1,20,7,20,12.0,62.88,medium,65.0,medium,RU:qo94:artifact:special:2:+10
qo94,Куриный бог,artefact/thermal,special,2,11,1100000,low_data_history,low,1100000,low_data,history_3h,3000000,3000000,1,3,1,3,2.0,82.14,high,30.0,low,RU:qo94:artifact:special:2:+11
qo94,Куриный бог,artefact/thermal,special,2,12,1000001,low_data_history,low,1000001,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:special:2:+12
qo94,Куриный бог,artefact/thermal,special,2,13,2000000,active_ask_only,very_low,,unavailable,,2000000,2000000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:qo94:artifact:special:2:+13
qo94,Куриный бог,artefact/thermal,special,2,14,1598999,older_history,medium,1598999,low_data,history_3h,,,0,5,0,5,0.0,54.85,medium,50.0,medium,RU:qo94:artifact:special:2:+14
qo94,Куриный бог,artefact/thermal,special,2,15,1500000,recent_30d,high,1500000,ok,raw_30d,5555555,5555555,2,27,3,27,6.0,65.22,medium,100.0,high,RU:qo94:artifact:special:2:+15
qo94,Куриный бог,artefact/thermal,rare,3,0,200000,recent_7d,highest,200000,ok,raw_7d,230000,230000,11,599,132,599,100.0,34.9,low,100.0,high,RU:qo94:artifact:rare:3:+0
qo94,Куриный бог,artefact/thermal,rare,3,1,230000,recent_30d,high,230000,ok,raw_30d,,,0,10,0,10,0.0,79.84,high,100.0,high,RU:qo94:artifact:rare:3:+1
qo94,Куриный бог,artefact/thermal,rare,3,2,299999,older_history,medium,299999,low_data,history_3h,,,0,7,0,7,2.0,58.35,medium,70.0,medium,RU:qo94:artifact:rare:3:+2
qo94,Куриный бог,artefact/thermal,rare,3,3,245000,recent_30d,high,245000,ok,raw_30d,,,0,10,1,10,2.0,72.28,high,100.0,high,RU:qo94:artifact:rare:3:+3
qo94,Куриный бог,artefact/thermal,rare,3,4,340000,recent_30d,high,340000,ok,raw_30d,,,0,17,3,17,6.0,65.02,medium,100.0,high,RU:qo94:artifact:rare:3:+4
qo94,Куриный бог,artefact/thermal,rare,3,5,355555,recent_7d,highest,355555,ok,raw_7d,400000,400000,1,70,22,70,46.0,81.33,high,100.0,high,RU:qo94:artifact:rare:3:+5
qo94,Куриный бог,artefact/thermal,rare,3,6,600000,recent_30d,high,600000,ok,raw_30d,,,0,21,2,21,4.0,66.1,medium,100.0,high,RU:qo94:artifact:rare:3:+6
qo94,Куриный бог,artefact/thermal,rare,3,7,600000,recent_30d,high,600000,ok,raw_30d,,,0,13,3,13,6.0,87.05,high,100.0,high,RU:qo94:artifact:rare:3:+7
qo94,Куриный бог,artefact/thermal,rare,3,8,790000,recent_30d,high,790000,ok,raw_30d,,,0,14,1,14,2.0,74.32,high,100.0,high,RU:qo94:artifact:rare:3:+8
qo94,Куриный бог,artefact/thermal,rare,3,9,1000000,low_data_history,low,1000000,low_data,history_3h,,,0,4,3,4,6.0,65.81,medium,40.0,low,RU:qo94:artifact:rare:3:+9
qo94,Куриный бог,artefact/thermal,rare,3,10,1000000,recent_7d,highest,1000000,ok,raw_7d,,,0,78,16,78,34.0,58.33,medium,100.0,high,RU:qo94:artifact:rare:3:+10
qo94,Куриный бог,artefact/thermal,rare,3,11,1259000,recent_7d,highest,1259000,ok,raw_7d,,,0,13,5,13,10.0,67.8,medium,65.0,medium,RU:qo94:artifact:rare:3:+11
qo94,Куриный бог,artefact/thermal,rare,3,12,2000000,older_history,medium,2000000,low_data,history_3h,,,0,8,1,8,2.0,56.26,medium,80.0,high,RU:qo94:artifact:rare:3:+12
qo94,Куриный бог,artefact/thermal,rare,3,13,2100000,older_history,medium,2100000,low_data,history_3h,,,0,5,0,5,0.0,48.68,medium,50.0,medium,RU:qo94:artifact:rare:3:+13
qo94,Куриный бог,artefact/thermal,rare,3,14,2300000,low_data_history,low,2300000,low_data,history_3h,,,0,4,2,4,4.0,53.99,medium,40.0,low,RU:qo94:artifact:rare:3:+14
qo94,Куриный бог,artefact/thermal,rare,3,15,2449999,recent_7d,highest,2449999,ok,raw_7d,2800000,2800000,1,215,51,215,100.0,23.4,low,100.0,high,RU:qo94:artifact:rare:3:+15
qo94,Куриный бог,artefact/thermal,exclusive,4,0,1999991,recent_7d,highest,1999991,ok,raw_7d,1750000,1800200,12,84,32,84,64.0,43.63,medium,100.0,high,RU:qo94:artifact:exclusive:4:+0
qo94,Куриный бог,artefact/thermal,exclusive,4,1,3330000,low_data_history,low,3330000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:exclusive:4:+1
qo94,Куриный бог,artefact/thermal,exclusive,4,2,2299999,low_data_history,low,2299999,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:exclusive:4:+2
qo94,Куриный бог,artefact/thermal,exclusive,4,3,2001000,low_data_history,low,2001000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:exclusive:4:+3
qo94,Куриный бог,artefact/thermal,exclusive,4,4,3000000,low_data_history,low,3000000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:exclusive:4:+4
qo94,Куриный бог,artefact/thermal,exclusive,4,5,2450000,older_history,medium,2450000,low_data,history_3h,2488888,2491110,2,8,3,8,6.0,74.75,high,80.0,high,RU:qo94:artifact:exclusive:4:+5
qo94,Куриный бог,artefact/thermal,exclusive,4,6,3500000,low_data_history,low,3500000,low_data,history_3h,,,0,2,0,2,0.0,36.46,medium,20.0,low,RU:qo94:artifact:exclusive:4:+6
qo94,Куриный бог,artefact/thermal,exclusive,4,7,2700000,older_history,medium,2700000,low_data,history_3h,,,0,5,0,5,0.0,56.75,medium,50.0,medium,RU:qo94:artifact:exclusive:4:+7
qo94,Куриный бог,artefact/thermal,exclusive,4,8,3500000,older_history,medium,3500000,low_data,history_3h,,,0,5,0,5,0.0,52.67,medium,50.0,medium,RU:qo94:artifact:exclusive:4:+8
qo94,Куриный бог,artefact/thermal,exclusive,4,9,4500000,low_data_history,low,4500000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:exclusive:4:+9
qo94,Куриный бог,artefact/thermal,exclusive,4,10,3300000,recent_30d,high,3300000,ok,raw_30d,3799999,3799999,2,18,3,18,6.0,48.11,medium,100.0,high,RU:qo94:artifact:exclusive:4:+10
qo94,Куриный бог,artefact/thermal,exclusive,4,11,3100000,older_history,medium,3100000,low_data,history_3h,3911111,3911111,1,7,1,7,2.0,47.46,medium,70.0,medium,RU:qo94:artifact:exclusive:4:+11
qo94,Куриный бог,artefact/thermal,exclusive,4,12,3400000,low_data_history,low,3400000,low_data,history_3h,,,0,1,1,1,2.0,65.0,unknown,10.0,low,RU:qo94:artifact:exclusive:4:+12
qo94,Куриный бог,artefact/thermal,exclusive,4,13,5000000,low_data_history,low,5000000,low_data,history_3h,,,0,2,2,2,4.0,58.0,medium,20.0,low,RU:qo94:artifact:exclusive:4:+13
qo94,Куриный бог,artefact/thermal,exclusive,4,14,3900000,low_data_history,low,3900000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:exclusive:4:+14
qo94,Куриный бог,artefact/thermal,exclusive,4,15,4200000,recent_7d,highest,4200000,ok,raw_7d,5800000,5899999,12,234,59,234,100.0,21.53,low,100.0,high,RU:qo94:artifact:exclusive:4:+15
qo94,Куриный бог,artefact/thermal,legendary,5,0,10000000,low_data_history,low,10000000,low_data,history_3h,35000000,36000000,2,4,2,4,4.0,38.58,medium,40.0,low,RU:qo94:artifact:legendary:5:+0
qo94,Куриный бог,artefact/thermal,legendary,5,3,12500000,low_data_history,low,12500000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:legendary:5:+3
qo94,Куриный бог,artefact/thermal,legendary,5,10,15180000,low_data_history,low,15180000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:legendary:5:+10
qo94,Куриный бог,artefact/thermal,legendary,5,12,14000000,low_data_history,low,14000000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:legendary:5:+12
qo94,Куриный бог,artefact/thermal,legendary,5,13,12000000,low_data_history,low,12000000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qo94:artifact:legendary:5:+13
qo94,Куриный бог,artefact/thermal,legendary,5,15,14200000,recent_7d,highest,14200000,ok,raw_7d,38000000,38000000,1,43,17,43,32.0,52.39,medium,100.0,high,RU:qo94:artifact:legendary:5:+15
qodk,Бубльгум,artefact/other_arts,common,0,0,389999,recent_7d,highest,389999,ok,raw_7d,467670,487068,9,308,59,308,100.0,29.14,low,100.0,high,RU:qodk:artifact:common:0:+0
qodk,Бубльгум,artefact/other_arts,common,0,1,440000,low_data_history,low,440000,low_data,history_3h,,,0,3,1,3,2.0,46.62,medium,30.0,low,RU:qodk:artifact:common:0:+1
qodk,Бубльгум,artefact/other_arts,common,0,2,300000,low_data_history,low,300000,low_data,history_3h,,,0,2,0,2,0.0,55.18,medium,20.0,low,RU:qodk:artifact:common:0:+2
qodk,Бубльгум,artefact/other_arts,common,0,3,400000,recent_30d,high,400000,ok,raw_30d,500000,500000,1,11,3,11,6.0,81.65,high,100.0,high,RU:qodk:artifact:common:0:+3
qodk,Бубльгум,artefact/other_arts,common,0,4,500000,low_data_history,low,500000,low_data,history_3h,,,0,1,1,1,2.0,65.0,unknown,10.0,low,RU:qodk:artifact:common:0:+4
qodk,Бубльгум,artefact/other_arts,common,0,5,400000,recent_7d,highest,400000,ok,raw_7d,,,0,26,6,26,12.0,76.06,high,65.0,medium,RU:qodk:artifact:common:0:+5
qodk,Бубльгум,artefact/other_arts,common,0,6,410000,low_data_history,low,410000,low_data,history_3h,,,0,3,0,3,0.0,59.32,medium,30.0,low,RU:qodk:artifact:common:0:+6
qodk,Бубльгум,artefact/other_arts,common,0,7,690000,recent_30d,high,690000,ok,raw_30d,,,0,12,0,12,0.0,47.81,medium,100.0,high,RU:qodk:artifact:common:0:+7
qodk,Бубльгум,artefact/other_arts,common,0,8,840000,older_history,medium,840000,low_data,history_3h,,,0,9,0,9,0.0,66.0,medium,90.0,high,RU:qodk:artifact:common:0:+8
qodk,Бубльгум,artefact/other_arts,common,0,9,399999,low_data_history,low,399999,low_data,history_3h,600000,610000,2,3,3,3,6.0,78.4,high,30.0,low,RU:qodk:artifact:common:0:+9
qodk,Бубльгум,artefact/other_arts,common,0,10,656789,recent_30d,high,656789,ok,raw_30d,,,0,15,3,15,6.0,59.06,medium,100.0,high,RU:qodk:artifact:common:0:+10
qodk,Бубльгум,artefact/other_arts,common,0,11,1000000,low_data_history,low,1000000,low_data,history_3h,,,0,3,0,3,0.0,50.6,medium,30.0,low,RU:qodk:artifact:common:0:+11
qodk,Бубльгум,artefact/other_arts,common,0,12,999999,low_data_history,low,999999,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qodk:artifact:common:0:+12
qodk,Бубльгум,artefact/other_arts,common,0,13,,unavailable,none,,unavailable,,,,0,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:common:0:+13
qodk,Бубльгум,artefact/other_arts,common,0,14,,unavailable,none,,unavailable,,,,0,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:common:0:+14
qodk,Бубльгум,artefact/other_arts,common,0,15,1255000,recent_30d,high,1255000,ok,raw_30d,,,0,24,4,24,8.0,62.1,medium,100.0,high,RU:qodk:artifact:common:0:+15
qodk,Бубльгум,artefact/other_arts,uncommon,1,0,820000,recent_7d,highest,820000,ok,raw_7d,730000,749999,44,1144,233,1144,100.0,28.89,low,100.0,high,RU:qodk:artifact:uncommon:1:+0
qodk,Бубльгум,artefact/other_arts,uncommon,1,1,900000,recent_30d,high,900000,ok,raw_30d,839999,839999,1,10,2,10,4.0,45.9,medium,100.0,high,RU:qodk:artifact:uncommon:1:+1
qodk,Бубльгум,artefact/other_arts,uncommon,1,2,800000,recent_7d,highest,800000,ok,raw_7d,900000,900000,1,12,5,12,10.0,58.19,medium,65.0,medium,RU:qodk:artifact:uncommon:1:+2
qodk,Бубльгум,artefact/other_arts,uncommon,1,3,979999,recent_30d,high,979999,ok,raw_30d,,,0,16,4,16,8.0,62.62,medium,100.0,high,RU:qodk:artifact:uncommon:1:+3
qodk,Бубльгум,artefact/other_arts,uncommon,1,4,1000000,recent_30d,high,1000000,ok,raw_30d,,,0,21,3,21,6.0,57.43,medium,100.0,high,RU:qodk:artifact:uncommon:1:+4
qodk,Бубльгум,artefact/other_arts,uncommon,1,5,999990,recent_7d,highest,999990,ok,raw_7d,975000,1020000,4,173,23,173,46.0,48.58,medium,100.0,high,RU:qodk:artifact:uncommon:1:+5
qodk,Бубльгум,artefact/other_arts,uncommon,1,6,999999,recent_7d,highest,999999,ok,raw_7d,,,0,35,9,35,18.0,67.66,medium,90.0,high,RU:qodk:artifact:uncommon:1:+6
qodk,Бубльгум,artefact/other_arts,uncommon,1,7,950000,recent_7d,highest,950000,ok,raw_7d,,,0,37,8,37,16.0,68.86,medium,80.0,high,RU:qodk:artifact:uncommon:1:+7
qodk,Бубльгум,artefact/other_arts,uncommon,1,8,1100000,recent_7d,highest,1100000,ok,raw_7d,1300000,1300000,1,37,10,37,20.0,71.33,high,100.0,high,RU:qodk:artifact:uncommon:1:+8
qodk,Бубльгум,artefact/other_arts,uncommon,1,9,1600000,recent_30d,high,1600000,ok,raw_30d,,,0,20,1,20,2.0,72.14,high,100.0,high,RU:qodk:artifact:uncommon:1:+9
qodk,Бубльгум,artefact/other_arts,uncommon,1,10,1450000,recent_7d,highest,1450000,ok,raw_7d,1489999,1490000,6,282,61,282,100.0,34.65,low,100.0,high,RU:qodk:artifact:uncommon:1:+10
qodk,Бубльгум,artefact/other_arts,uncommon,1,11,2000000,recent_30d,high,2000000,ok,raw_30d,1800000,1800000,1,49,4,49,8.0,54.95,medium,100.0,high,RU:qodk:artifact:uncommon:1:+11
qodk,Бубльгум,artefact/other_arts,uncommon,1,12,1800000,recent_7d,highest,1800000,ok,raw_7d,2222222,2222222,1,49,13,49,26.0,55.01,medium,100.0,high,RU:qodk:artifact:uncommon:1:+12
qodk,Бубльгум,artefact/other_arts,uncommon,1,13,2177777,recent_7d,highest,2177777,ok,raw_7d,,,0,41,11,41,22.0,52.5,medium,100.0,high,RU:qodk:artifact:uncommon:1:+13
qodk,Бубльгум,artefact/other_arts,uncommon,1,14,2600000,older_history,medium,2600000,low_data,history_3h,,,0,8,2,8,4.0,54.57,medium,80.0,high,RU:qodk:artifact:uncommon:1:+14
qodk,Бубльгум,artefact/other_arts,uncommon,1,15,2500000,recent_7d,highest,2500000,ok,raw_7d,2400000,2535992,14,1957,477,1957,100.0,26.64,low,100.0,high,RU:qodk:artifact:uncommon:1:+15
qodk,Бубльгум,artefact/other_arts,special,2,0,23000000,older_history,medium,23000000,low_data,history_3h,19999999,20351999,3,7,1,7,2.0,49.4,medium,70.0,medium,RU:qodk:artifact:special:2:+0
qodk,Бубльгум,artefact/other_arts,special,2,1,8500000,active_ask_only,very_low,,unavailable,,8500000,8500000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:special:2:+1
qodk,Бубльгум,artefact/other_arts,special,2,2,8999999,active_ask_only,very_low,,unavailable,,8999999,8999999,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:special:2:+2
qodk,Бубльгум,artefact/other_arts,special,2,4,,unavailable,none,,unavailable,,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qodk:artifact:special:2:+4
qodk,Бубльгум,artefact/other_arts,special,2,5,,unavailable,none,,unavailable,,,,0,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:special:2:+5
qodk,Бубльгум,artefact/other_arts,special,2,6,,unavailable,none,,unavailable,,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qodk:artifact:special:2:+6
qodk,Бубльгум,artefact/other_arts,special,2,7,,unavailable,none,,unavailable,,,,0,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:special:2:+7
qodk,Бубльгум,artefact/other_arts,special,2,8,,unavailable,none,,unavailable,,,,0,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:special:2:+8
qodk,Бубльгум,artefact/other_arts,special,2,9,,unavailable,none,,unavailable,,,,0,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:special:2:+9
qodk,Бубльгум,artefact/other_arts,special,2,10,,unavailable,none,,unavailable,,,,0,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:special:2:+10
qodk,Бубльгум,artefact/other_arts,special,2,11,,unavailable,none,,unavailable,,,,0,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:special:2:+11
qodk,Бубльгум,artefact/other_arts,special,2,12,,unavailable,none,,unavailable,,,,0,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:special:2:+12
qodk,Бубльгум,artefact/other_arts,special,2,13,,unavailable,none,,unavailable,,,,0,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:special:2:+13
qodk,Бубльгум,artefact/other_arts,special,2,14,,unavailable,none,,unavailable,,,,0,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:special:2:+14
qodk,Бубльгум,artefact/other_arts,special,2,15,21988888,recent_7d,highest,21988888,ok,raw_7d,21099999,21674000,9,264,83,264,100.0,20.22,low,100.0,high,RU:qodk:artifact:special:2:+15
qodk,Бубльгум,artefact/other_arts,rare,3,0,100000000,active_ask_only,very_low,,unavailable,,100000000,100000000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:rare:3:+0
qodk,Бубльгум,artefact/other_arts,rare,3,5,39000000,active_ask_only,very_low,,unavailable,,39000000,39000000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:rare:3:+5
qodk,Бубльгум,artefact/other_arts,rare,3,6,80000000,active_ask_only,very_low,,unavailable,,80000000,80000000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:rare:3:+6
qodk,Бубльгум,artefact/other_arts,rare,3,8,,unavailable,none,,unavailable,,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:qodk:artifact:rare:3:+8
qodk,Бубльгум,artefact/other_arts,rare,3,9,42000000,active_ask_only,very_low,,unavailable,,42000000,42000000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:qodk:artifact:rare:3:+9
